"","file","object_id","tabular","semantic","definition_list","header_row","header_column","rule_1_violation","rule_2_violation","rule_3_violation","rule_4_violation","violations_sum"
"2712","1567839-4",6234,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2713","1567715-15",5393,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2714","1567744-12",5175,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2715","1567920-1",101,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2716","1568221-9",2325,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2717","1567987-8",7022,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2718","1568305-14",20294,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2719","1568274-12",44516,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2720","1568325-11",5393,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2721","1568328-5",11186,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,1,0,3
"2722","1568311-7",13027,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2723","1568343-16",27769,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2724","1568341-3",4151,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2725","1568336-16",10036,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2726","1566864-14",87111,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2727","1566974-88",274978,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2728","1568394-4",1520,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2729","1567150-8",5566,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2730","1567196-18",30433,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2731","1566991-30",81747,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2732","1567610-6",16805,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2733","1567199-22",56796,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2734","1568200-7",11057,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2735","1567839-3",5567,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"2736","1568071-13",23809,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2737","1568283-18",14421,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2738","1567741-13",6479,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2739","1566887-17",34343,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2740","1568455-0",279,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2741","1566875-24",35540,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2742","1567610-7",19960,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2743","1566969-26",21448,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2744","1567600-1",3158,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2745","1567716-14",26043,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2746","1567755-12",34185,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2747","1568354-0",90,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2748","1568354-3",19909,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2749","1569071-4",9873,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2750","1565983-21",65692,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2751","1568325-7",3574,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2752","1568126-1",1305,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2753","1568353-2",3920,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2754","1566077-133",464478,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2755","1567149-11",39593,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"2756","1566296-9",17720,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2757","1567220-6",23460,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2758","1567740-7",22414,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2759","1568268-4",5153,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2760","1568332-17",7380,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2761","1569106-2",1189,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2762","1567740-5",14109,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2763","1568325-5",2419,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2764","1568253-0",307,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2765","1568019-6",31204,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2766","1568261-18",9913,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2767","1568375-1",288,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2768","1568282-1",516,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2769","1568521-14",3684,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2770","1567196-24",42750,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"2771","1567150-7",5044,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2772","1568328-12",16030,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2773","1567175-17",27981,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2774","1567160-16",43293,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2775","1568648-7",16928,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2776","1566948-49",172114,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"2777","1567164-9",25234,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2778","1567265-4",26389,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0
"2779","1567262-16",46917,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2780","1568195-6",2712,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2781","1567407-3",1319,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2782","1568707-4",6844,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2783","1568322-12",17869,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2784","1567957-1",2160,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2785","1568531-12",15759,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2786","1568159-0",921,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2787","1568162-5",12909,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2788","1568308-11",46107,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2789","1568693-2",2497,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2790","1568707-3",4877,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2791","1568955-13",21661,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2792","1568536-15",35671,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2793","1568521-17",4734,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2794","1568721-5",886,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2795","1568995-3",4899,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2796","1566171-40",57248,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2797","1568852-7",3884,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2798","1568896-8",10738,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"2799","1566610-33",102868,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2800","1566803-27",25036,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2801","1567236-52",142378,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2802","1567380-7",14297,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2803","1568995-6",10383,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2804","1567697-13",9884,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2805","1567707-14",5063,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2806","1567600-5",14442,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2807","1567823-3",7316,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2808","1567880-1",2345,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2809","1567708-2",8655,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2810","1567320-0",25,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2811","1567715-17",7481,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2812","1568312-9",934,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2813","1569357-6",2671,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2814","1568181-5",2829,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2815","1567600-5",16045,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2816","1568959-7",21866,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2817","1569339-7",3231,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2818","1568260-11",32960,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2819","1568521-2",592,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2820","1568521-0",169,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2821","1568260-11",34509,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2822","1568341-6",9662,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2823","1568159-1",1788,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2824","1569353-13",52800,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"2825","1569354-17",15801,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2826","1568332-15",6287,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2827","1568521-3",899,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2828","1568354-8",46793,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2829","1568636-15",22612,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2830","1568650-6",1291,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2831","1568541-17",3615,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2832","1569354-10",8224,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2833","1568897-11",2493,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2834","1568950-3",2016,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2835","1568959-5",16801,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2836","1568601-9",21761,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2837","1567730-8",10434,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2838","1569210-0",417,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2839","1569355-1",321,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2840","1567332-1",3795,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2841","1567379-6",14582,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2842","1568970-13",16383,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2843","1567584-2",4362,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2844","1568187-17",29363,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2845","1567576-3",4805,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2846","1568391-3",6777,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2847","1567935-0",49,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2848","1568872-0",352,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2849","1568202-6",22711,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2850","1567937-7",14145,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2851","1568905-4",331,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2852","1568463-1",180,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2853","1568521-14",3728,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2854","1569019-10",1821,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2855","1569923-9",36460,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"2856","1568396-2",358,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2857","1568353-0",383,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2858","1569354-16",14316,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2859","1568910-17",8945,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2860","1569296-9",11877,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2861","1569354-14",12663,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2862","1569354-16",14601,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2863","1569371-1",498,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2864","1569372-3",5844,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2865","1569370-12",24392,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2866","1569553-0",48,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2867","1569536-0",239,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2868","1569289-6",2415,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2869","1569554-2",3385,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2870","1569416-11",4392,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2871","1569360-16",22672,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2872","1569536-6",1959,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2873","1569354-16",14909,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2874","1568262-2",4330,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2875","1568844-5",3804,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2876","1568400-4",1237,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2877","1568295-15",16745,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2878","1569536-6",1890,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2879","1568521-1",343,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2880","1569012-12",1990,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"2881","1569556-4",1490,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2882","1568328-0",395,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2883","1566438-33",88561,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2884","1569842-15",13600,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2885","1569647-3",993,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2886","1566676-11",3505,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2887","1569536-5",1737,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2888","1567581-8",6218,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,1
"2889","1569763-9",12179,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2890","1568798-1",1805,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2891","1569586-6",1639,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2892","1568636-16",25327,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2893","1569647-10",2505,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2894","1569543-1",402,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2895","1569289-7",3165,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2896","1569586-4",1330,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2897","1568928-5",11631,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2898","1569046-1",668,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2899","1569354-17",15497,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2900","1569760-7",3213,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"2901","1569647-1",500,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2902","1569556-7",2637,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2903","1569646-1",638,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2904","1569543-17",10111,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2905","1569354-12",10047,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2906","1569778-3",5696,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2907","1569958-1",2366,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2908","1569289-11",5241,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2909","1570081-7",2124,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2910","1569843-23",38238,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2911","1568449-4",1551,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2912","1569073-10",22674,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2913","1569997-19",15677,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2914","1570083-17",4139,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2915","1569778-3",5040,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2916","1569371-0",115,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2917","1570075-9",2250,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2918","1569825-5",16538,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2919","1569417-13",34560,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2920","1569647-4",1248,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2921","1569987-2",6328,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2922","1570083-6",1551,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2923","1569289-13",6158,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2924","1569736-1",329,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2925","1569735-14",2441,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2926","1569422-1",4140,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2927","1569417-13",35234,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2928","1569750-10",6457,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2929","1570083-12",2920,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2930","1567721-14",10891,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2931","1568927-5",10420,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2932","1570096-0",12,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2933","1570058-9",2363,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2934","1567957-0",599,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2935","1569965-6",18206,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2936","1568144-3",9235,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2937","1567645-4",7417,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2938","1570324-0",533,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2939","1568083-0",1052,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2940","1570094-10",2984,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2941","1569354-10",8516,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2942","1569050-3",2462,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2943","1569968-15",5264,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2944","1570071-11",32870,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2945","1568071-16",31837,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2946","1570143-0",318,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2947","1570267-5",2559,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2948","1570075-7",1981,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2949","1566974-73",233086,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2950","1567008-44",12175,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2951","1567210-14",3738,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2952","1570083-16",3826,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"2953","1570345-3",5417,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2954","1567164-32",90237,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2955","1567856-4",4986,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2956","1567920-14",15208,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,1
"2957","1569231-7",12594,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0
"2958","1569536-5",1709,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2959","1569536-7",2128,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2960","1570347-5",19451,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2961","1570075-7",1933,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2962","1570203-0",51,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2963","1566974-51",152346,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2964","1566929-4",5055,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2965","1570392-1",213,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2966","1566983-66",170788,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2967","1568322-15",22545,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2968","1569025-0",51,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2969","1568846-8",7826,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2970","1569021-10",2022,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2971","1570414-9",4799,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2972","1570094-4",1365,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2973","1570212-5",12512,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2974","1569503-0",12,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
"2975","1569586-1",272,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"2976","1569975-0",997,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2977","1566620-6",16556,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2978","1566691-14",1450,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"2979","1568274-13",48248,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2980","1568322-13",19506,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2981","1567193-11",44955,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0
"2982","1567721-9",4230,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0
"2983","1568274-14",51951,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2984","1570430-3",4058,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2985","1567668-5",18226,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2986","1567721-8",2996,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0
"2987","1569288-12",3755,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2988","1569231-6",10813,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0
"2989","1569571-1",1052,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2990","1569586-7",2043,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2991","1569422-2",4972,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2992","1569861-5",9543,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2993","1570083-15",3674,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2994","1570083-10",2334,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2995","1570058-10",2667,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2996","1570083-14",3292,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2997","1570345-5",8536,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"2998","1570094-12",3383,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
"2999","1570137-2",112,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0
"3000","1570083-4",1142,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,2
"3001","1570359-6",4386,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0
"3002","1570468-8",4106,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0
